category,name,url,price,rating,reviews_count,image_url,description,brand,color,laptop_type,processor_brand,processor_model,ram_gb,ram_type,gpu_brand,gpu_model,has_dedicated_gpu,storage_gb,storage_type,screen_size,display_type,touchscreen,weight_kg,battery_whr,os,good_for_gaming,good_for_video_editing,good_for_programming,good_for_students,good_for_business
laptop,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...",https://www.flipkart.com/asus-vivobook-15-2025-i5-14th-gen-mso-2024-m365-basic-backlit-keyboard-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-nj2862ws-thin-light-laptop/p/itm509f174cc1a04?pid=COMHDG7CFDWVKYMZ&lid=LSTCOMHDG7CFDWVKYMZSDYMWT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_11&otracker=browse&fm=organic&iid=en_y6dBkqsj9fl8DpQbOo1yG1B-An6nSPV7G5hpyoIXssKk548tyxAl88GmhXVaJ7T9gucKAGwzWv5BCpJ2X91iU2JMZAJirnjvZRqZ0WhE16A%3D&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,49990,4.3,79,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/u/e/-original-imahcd8gzqjnp2vv.jpeg?q=70,"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U.... powered by Intel Core 5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,Intel,Core 5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and ...,https://www.flipkart.com/dell-15-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-ovn353025001ring1o-thin-light-laptop/p/itmb007cf7efac41?pid=COMHD99W94EPN2H2&lid=LSTCOMHD99W94EPN2H28GBQQL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_12&otracker=browse&fm=organic&iid=en_y6dBkqsj9fl8DpQbOo1yG1B-An6nSPV7G5hpyoIXssJBFdeID9oi-W9imgx5_xR93Fe9j8Fdxmh8g1N6LF3sLiqhaHrzSI4OjvZa1DRoeKc%3D&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,38990,4.2,31,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/i/b/-original-imahgx8ws7ypyhmd.jpeg?q=70,"DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and .... powered by Intel Core i3. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.66kg. running Windows 11 Home.",DELL,Titan Grey,Thin and Light Laptop,Intel,Core i3,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,FALSE,1.66,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1404va-eb322ws-thin-light-laptop/p/itmf2e5281da2512?pid=COMHEZZT3T9G2DZN&lid=LSTCOMHEZZT3T9G2DZNUH7WDO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_13&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMHEZZT3T9G2DZN.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,35990,4.3,163,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/w/f/-original-imahfcztkqbayhnc.jpeg?q=70,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U.... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 14.0"" Full HD display. weighs 1.4kg. running Windows 11 Home.",ASUS,Quiet Blue,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,Full HD,FALSE,1.4,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7dda0a4d1d62a?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_14&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMHY24RJH2YXVPG.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,26990,4.2,399,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/l/s/-original-imahg5fxuwkvnbmr.jpeg?q=70,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light .... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 14.0"" IPS display. weighs 1.45kg. running Windows 11 Home.",Acer,Steel Gray,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,IPS,FALSE,1.45,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ...,https://www.flipkart.com/asus-expertbook-p1-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-p1403cva-s60343ws-thin-light-laptop/p/itm275e21a6deac0?pid=COMH8Z2QRWQQZTCJ&lid=LSTCOMH8Z2QRWQQZTCJ7QVQUG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_15&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMH8Z2QRWQQZTCJ.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,35990,4.3,309,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/a/-original-imahg53uwgmhzfcd.jpeg?q=70,"ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS .... powered by Intel Core i3. 8GB DDR5 RAM. 512.0GB SSD. 14.0"" Full HD display. weighs 1.4kg. running Windows 11 Home.",ASUS,Misty Grey,Thin and Light Laptop,Intel,Core i3,8,DDR5,Intel,Integrated Graphics,FALSE,512,SSD,14,Full HD,FALSE,1.4,50,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,https://www.flipkart.com/acer-aspire-15-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XW36HUXB8&lid=LSTCOMH397XW36HUXB8LCSOPU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_16&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMH397XW36HUXB8.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,34990,4.1,310,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/c/z/-original-imahg5fusry5atvm.jpeg?q=70,"Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an.... powered by AMD Ryzen 5. 16GB DDR4 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" HD display. weighs 1.79kg. running Windows 11 Home.",Acer,Silver,Thin and Light Laptop,AMD,Ryzen 5,16,DDR4,AMD,Radeon Amd,TRUE,512,SSD,15.6,HD,FALSE,1.79,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,TRUE
laptop,Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1...,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-next-gen-ai-pc-full-metal-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_17&otracker=browse&fm=organic&iid=en_y6dBkqsj9fl8DpQbOo1yG1B-An6nSPV7G5hpyoIXssKAoUAdC0YSC7hl4KKbxeM_f8buMiRqn_MsC_hjUtM-h9mEaX_1OVaDgohoY5ZV-y8%3D&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,57990,4.1,68,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/l/r/-original-imahg5fxwyqndjhu.jpeg?q=70,"Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1.... powered by Snapdragon X Plus. 16GB LPDDR5X RAM. 1024.0GB SSD. 14.0"" IPS display. weighs 1.48kg. running Windows 11 Home.",Lenovo,Cloud Grey,Thin and Light Laptop,Snapdragon,X Plus,16,LPDDR5X,Qualcomm,Adreno,FALSE,1024,SSD,14,IPS,FALSE,1.48,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj130ws-e1504fa-bq2322ws-thin-light-laptop/p/itm9af4f3b5de2ff?pid=COMH94992SQ8HYGZ&lid=LSTCOMH94992SQ8HYGZMHVF97&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_18&otracker=browse&fm=organic&iid=en_y6dBkqsj9fl8DpQbOo1yG1B-An6nSPV7G5hpyoIXssKlcGrXxLaFLF99YgIS7ijcLlV6l99ziOX60plGaLbUZlhWlg14bXFG9tZ2S67Bqg0%3D&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,30990,4.3,94,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/y/o/-original-imahg5fxjta7gns7.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | .... powered by AMD Ryzen 3. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Mixed Black,Thin and Light Laptop,AMD,Ryzen 3,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 / 15 DC 15255 Th...,https://www.flipkart.com/dell-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-inspiron-3535-dc-15255-thin-light-laptop/p/itm58c1d8a904449?pid=COMH5PBYWQTDJGQG&lid=LSTCOMH5PBYWQTDJGQGUCDMOA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_19&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMH5PBYWQTDJGQG.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,28990,4.3,250,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/m/5/-original-imahgfdfyeh6tyah.jpeg?q=70,"DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 / 15 DC 15255 Th.... powered by AMD Ryzen 3. 8GB DDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" IPS display. weighs 1.67kg. running Windows 11 Home.",DELL,Carbon Black,Thin and Light Laptop,AMD,Ryzen 3,8,DDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,IPS,FALSE,1.67,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,https://www.flipkart.com/msi-thin-a15-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b7ucx-285in-b7ucx-105in-gaming-laptop/p/itm61400c2ed6802?pid=COMGXMSXZTA8NKTP&lid=LSTCOMGXMSXZTA8NKTPBP1VB6&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_20&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMGXMSXZTA8NKTP.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,49990,4.3,45,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/t/k/-original-imahg5funwzrtwug.jpeg?q=70,"MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF.... powered by AMD Ryzen 5. 16GB DDR5 RAM. 512.0GB SSD. NVIDIA RTX 2050 graphics. 15.6"" IPS display. weighs 1.86kg. running Windows 11 Home.",MSI,Cosmos Gray,Gaming Laptop,AMD,Ryzen 5,16,DDR5,NVIDIA,RTX 2050,TRUE,512,SSD,15.6,IPS,FALSE,1.86,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj132ws-e1504fa-nj521ws-thin-light-laptop/p/itm657eb80ea799a?pid=COMH9499JNGDGTZ5&lid=LSTCOMH9499JNGDGTZ5WJGUDN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_21&otracker=browse&fm=organic&iid=en_y6dBkqsj9fl8DpQbOo1yG1B-An6nSPV7G5hpyoIXssJKJx_XSsOoxZTC9LgjJA38A7n7AfVUkWPBQmloXe9mZp2-SIbIDZ6lLvgRS75Tj4w%3D&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,36990,4.2,49,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/b/i/-original-imahg53xeuxqm6bv.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | .... powered by AMD Ryzen 5. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,AMD,Ryzen 5,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...",https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh078ws-thin-light-laptop/p/itm252509f1beb81?pid=COMHCQ5EYNZ2HRWW&lid=LSTCOMHCQ5EYNZ2HRWWUYQZ3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_22&otracker=browse&fm=organic&iid=en_y6dBkqsj9fl8DpQbOo1yG1B-An6nSPV7G5hpyoIXssJUJZSZjPM5T1d8R6WKFW1JG2amLjs3IPadBpBV9DWta73nN5BP0oUQf7sdSRT1im4%3D&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,71990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/4/k/-original-imahfn3geekjdudx.jpeg?q=70,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 16.0"" Full HD display. weighs 1.74kg. running Windows 11 Home.",ASUS,Pink,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,16,Full HD,FALSE,1.74,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm1df5212efb9fc?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_23&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMGZUYDGFJGHZR4.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,49990,4.4,1164,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/t/y/-original-imahg53xspmfrsdd.jpeg?q=70,"Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-.... powered by Intel Core i5. 16GB LPDDR4X RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.55kg. running Windows 11 Home.",Samsung,Gray,Thin and Light Laptop,Intel,Core i5,16,LPDDR4X,Intel,Iris Xe,FALSE,512,SSD,15.6,HD,FALSE,1.55,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4...,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_24&otracker=browse&fm=organic&iid=a15a8e40-9d2b-4b5d-8df8-68bc98a746a5.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=x7qqpg2kgw0000001764345620504,38990,4.1,108,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/q/t/-original-imahg5ftjkmg4m82.jpeg?q=70,"Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4.... powered by AMD Ryzen 7. 16GB DDR4 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" HD display. weighs 1.79kg. running Windows 11 Home.",Acer,Silver,Thin and Light Laptop,AMD,Ryzen 7,16,DDR4,AMD,Radeon Amd,TRUE,512,SSD,15.6,HD,FALSE,1.79,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,TRUE
laptop,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_25&otracker=browse&fm=organic&iid=en_UvJoNalLb2TEa2qnLhHEvQdD7wfZXsISvvSa8ABz0uA_jkaSIo3k13joK-60EmrWl3LVU23Rn5TEHCp33wMSfvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocvrd61tww0000001764345628723,64990,4.4,128,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/g/p/-original-imahgwkqughzkwt3.jpeg?q=70,"Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.55kg. running Windows 11 Home.",Samsung,Sapphire Blue,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.6,HD,FALSE,1.55,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-256-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSVSGUVKY4&lid=LSTCOMH2TPSVSGUVKY4MJENVA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_26&otracker=browse&fm=organic&iid=4fa0b7a5-e0e3-4bcd-b550-79634c5dc6df.COMH2TPSVSGUVKY4.SEARCH&ppt=None&ppn=None&ssid=ocvrd61tww0000001764345628723,26990,4.1,9,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,"Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh.... powered by AMD Ryzen 3. 8GB DDR4 RAM. 256.0GB SSD. AMD Radeon Amd graphics. 15.6"" HD display. weighs 1.59kg. running Windows 11 Home.",Acer,Steel Grey,Thin and Light Laptop,AMD,Ryzen 3,8,DDR4,AMD,Radeon Amd,TRUE,256,SSD,15.6,HD,FALSE,1.59,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj3700ws-thin-light-laptop/p/itmf31c79724a398?pid=COMHCQ5ECZZV6THK&lid=LSTCOMHCQ5ECZZV6THKTW8YMF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_27&otracker=browse&fm=organic&iid=en_UvJoNalLb2TEa2qnLhHEvQdD7wfZXsISvvSa8ABz0uBuQUdxcqGf7qEqWtqyYQxjVLCGCpnr56tU-0Batk7usvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocvrd61tww0000001764345628723,34990,4.3,163,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/l/v/-original-imahgfdffszmurd7.jpeg?q=70,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS.... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Terra Cotta,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG112MJM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_28&otracker=browse&fm=organic&iid=en_UvJoNalLb2TEa2qnLhHEvQdD7wfZXsISvvSa8ABz0uB2LxpnYd9H7r4LycJq94oJCyFnIq7oQjZv4QTW91eeV_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocvrd61tww0000001764345628723,49990,4.3,27,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/z/z/-original-imahgfdfx3hhguyc.jpeg?q=70,"Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.3"" IPS display. weighs 1.55kg. running Windows 11 Home.",Lenovo,Luna Grey,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.3,IPS,FALSE,1.55,50,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_29&otracker=browse&fm=organic&iid=4fa0b7a5-e0e3-4bcd-b550-79634c5dc6df.COMH4B6CGTPNVJW9.SEARCH&ppt=None&ppn=None&ssid=ocvrd61tww0000001764345628723,30990,4.3,233,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/p/w/-original-imahg5fxzmyzbkv8.jpeg?q=70,"Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light .... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 14.0"" HD display. weighs 1.45kg. running Windows 11 Home.",Acer,Steel Gray,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,HD,FALSE,1.45,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
